TIF Number,TIF Name,Time Period,Type,Description,Amount,Designation Date,Expiration Date
T-057,Jefferson Park Business District,2017,Current Obligations,Program administration,-20800,09/09/1998,09/09/2021
T-057,Jefferson Park Business District,2017,Current Obligations,Jefferson Park Transit Orientated Development Study,-25000,09/09/1998,09/09/2021
T-057,Jefferson Park Business District,2017,Current Obligations,Delegate Agencies,-3000,09/09/1998,09/09/2021
T-087,Fullerton/Milwaukee,2017,Current Obligations,CPS IGA - ADA Ph3 - Darwin,-1000000,02/16/2000,12/31/2024
T-087,Fullerton/Milwaukee,2017,Current Obligations,Delegate Agencies,-1200,02/16/2000,12/31/2024
T-087,Fullerton/Milwaukee,2017,Current Obligations,Local Industrial Retention Initiative,-800,02/16/2000,12/31/2024
T-053,Pilsen Industrial Corridor,2017,Current Obligations,Local Industrial Retention Initiative,-16300,06/10/1998,12/31/2022
T-010,126th and Torrence,2017,Current Obligations,RA - Chicago Manufacturing Campus (Ford),-186100,12/21/1994,12/21/2017
T-045,Stockyards Southeast Quadrant Industrial,2017,Current Obligations,Local Industrial Retention Initiative,-2600,02/26/1992,12/31/2028
T-053,Pilsen Industrial Corridor,2017,Current Obligations,Program administration,-251800,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,2017,Current Obligations,"Arterial resurfacing - Halsted, Chicago River to Lake St",-1100,06/10/1998,12/31/2022
T-091,Peterson/Pulaski,2017,Current Obligations,Delegate Agencies,-300,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,2017,Current Obligations,Local Industrial Retention Initiative,-8600,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,2017,Current Obligations,Program administration,-24800,02/16/2000,12/31/2024
T-048,Western/Ogden,2017,Current Obligations,Traffic signal - 15th & Ashland,-350000,02/05/1998,02/05/2021
T-048,Western/Ogden,2017,Current Obligations,Small Business Improvement Fund,-500000,02/05/1998,02/05/2021
T-048,Western/Ogden,2017,Current Obligations,"Sidewalk - Ogden, Rockwell to Washtenaw",-8000,02/05/1998,02/05/2021
T-048,Western/Ogden,2017,Current Obligations,Program administration,-167600,02/05/1998,02/05/2021
T-048,Western/Ogden,2017,Current Obligations,Local Industrial Retention Initiative,-6400,02/05/1998,02/05/2021
T-048,Western/Ogden,2017,Current Obligations,CPS IGA - Orozco,-500000,02/05/1998,02/05/2021
T-048,Western/Ogden,2017,Current Obligations,CPS IGA - ADA Ph2 - Plamondon,-3000000,02/05/1998,02/05/2021
T-052,Kinzie Industrial Corridor,2017,Current Obligations,CTA IGA - Green Line - Damen station,-5000000,06/10/1998,12/31/2022
T-045,Stockyards Southeast Quadrant Industrial,2017,Current Obligations,Program administration,-30700,02/26/1992,12/31/2028
T-052,Kinzie Industrial Corridor,2017,Current Obligations,Delegate Agencies,-900,06/10/1998,12/31/2022
T-021,Englewood Mall,2017,Current Obligations,Program administration,-12600,11/29/1989,12/31/2025
T-021,Englewood Mall,2017,Current Obligations,Retail Thrive Zone,-100000,11/29/1989,12/31/2025
T-043,Stockyards Annex,2017,Current Obligations,RA - Experimur,-300000,12/11/1996,12/31/2020
T-043,Stockyards Annex,2017,Current Obligations,Program administration,-27800,12/11/1996,12/31/2020
T-043,Stockyards Annex,2017,Current Obligations,Local Industrial Retention Initiative,-13900,12/11/1996,12/31/2020
T-043,Stockyards Annex,2017,Current Obligations,Delegate Agencies,-500,12/11/1996,12/31/2020
T-092,Greater Southwest Industrial Corridor (West),2017,Current Obligations,Delegate Agencies,-500,04/12/2000,12/31/2024
T-092,Greater Southwest Industrial Corridor (West),2017,Current Obligations,Local Industrial Retention Initiative,-12300,04/12/2000,12/31/2024
T-092,Greater Southwest Industrial Corridor (West),2017,Current Obligations,Program administration,-5500,04/12/2000,12/31/2024
T-092,Greater Southwest Industrial Corridor (West),2017,Current Obligations,Sidewalk/bus pad construction - 7200-7300 S Cicero,-100000,04/12/2000,12/31/2024
T-042,Sanitary Drainage and Ship Canal,2017,Current Obligations,Program administration,-13900,07/24/1991,12/31/2027
T-042,Sanitary Drainage and Ship Canal,2017,Current Obligations,Local Industrial Retention Initiative,-500,07/24/1991,12/31/2027
T-093,South Chicago,2017,Current Obligations,Local Industrial Retention Initiative,-1500,04/12/2000,12/31/2024
T-048,Western/Ogden,2017,Current Obligations,Business Affairs and Consumer Services,-350000,02/05/1998,02/05/2021
T-052,Kinzie Industrial Corridor,2017,Current Obligations,Site remediation/fencing - 2527 W Lake,-818000,06/10/1998,12/31/2022
T-086,Central West,2017,Current Obligations,Delegate Agencies,-1100,02/16/2000,12/31/2024
T-053,Pilsen Industrial Corridor,2017,Current Obligations,Delegate Agencies,-5700,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,2017,Current Obligations,Debt service - Series 2014,-4580000,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,2017,Current Obligations,CPS IGA - Perez,-800000,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,2017,Current Obligations,Bridge repairs - Western Av bridge (additional funding),-167800,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,2017,Current Obligations,Bridge repairs - Western Av bridge,-313000,06/10/1998,12/31/2022
T-089,Midway Industrial Corridor,2017,Current Obligations,Local Industrial Retention Initiative,-12600,02/16/2000,12/31/2024
T-089,Midway Industrial Corridor,2017,Current Obligations,MSAC program costs,-100,02/16/2000,12/31/2024
T-089,Midway Industrial Corridor,2017,Current Obligations,Program administration,-71800,02/16/2000,12/31/2024
T-089,Midway Industrial Corridor,2017,Current Obligations,Small Business Improvement Fund,-300000,02/16/2000,12/31/2024
T-052,Kinzie Industrial Corridor,2017,Current Obligations,Water & sewer main replacement - Fulton Market,-4475000,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,2017,Current Obligations,Traffic signals - 1000/1100 W Lake,-700000,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,2017,Current Obligations,"Arterial resurfacing - Sacramento, Chicago to Carrol; Racine, Lake to Randolph",-44800,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,2017,Current Obligations,Small Business Improvement Fund,-1000000,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,2017,Current Obligations,Pilsen-Little Village Industrial Modernization Study,-1000000,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,2017,Current Obligations,RA - Peppercorn 240 LLC Note B,-60000,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,2017,Current Obligations,RA - Peppercorn 240 LLC Note A,-103100,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,2017,Current Obligations,RA - Nelson Mandela Apts,-2454000,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,2017,Current Obligations,RA - Harold Washington Unity Coop,-73000,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,2017,Current Obligations,Program administration,-583600,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,2017,Current Obligations,North Branch Transportation Study,-17500,06/10/1998,12/31/2022
T-090,Peterson/Cicero,2017,Current Obligations,Delegate Agencies,-800,02/16/2000,12/31/2024
T-090,Peterson/Cicero,2017,Current Obligations,Program administration,-11100,02/16/2000,12/31/2024
T-090,Peterson/Cicero,2017,Current Obligations,Sauganash Gateway identifier,100,02/16/2000,12/31/2024
T-052,Kinzie Industrial Corridor,2017,Current Obligations,MSAC program costs,-800,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,2017,Current Obligations,Local Industrial Retention Initiative,-12200,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,2017,Current Obligations,Library - Richard M. Daley,-156400,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,2017,Current Obligations,Kinzie Industrial Modernization Study,-984900,06/10/1998,12/31/2022
T-052,Kinzie Industrial Corridor,2017,Current Obligations,"Street improvements - Grand, Fullerton to DesPlaines",-240000,06/10/1998,12/31/2022
T-069,Pulaski Corridor,2017,Current Obligations,TIF Works,-500000,06/09/1999,12/31/2023
T-079,35th and Wallace,2017,Current Obligations,Alley reconstruction - 3362-3500 S Wallace St,-123000,12/15/1999,12/31/2023
T-079,35th and Wallace,2017,Current Obligations,CPS IGA - McClellan - site improvement/interior renovations,-3173000,12/15/1999,12/31/2023
T-079,35th and Wallace,2017,Current Obligations,Program administration,-20600,12/15/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2017,Current Obligations,Local Industrial Retention Initiative,-5000,07/07/1999,12/31/2023
T-070,Clark/Montrose,2017,Current Obligations,Program administration,-63400,07/07/1999,07/07/2022
T-070,Clark/Montrose,2017,Current Obligations,Delegate Agencies,-1900,07/07/1999,07/07/2022
T-081,Belmont/Central,2017,Current Obligations,Belmont/Central residential street resurfacing,-102300,01/12/2000,12/31/2024
T-081,Belmont/Central,2017,Current Obligations,Delegate Agencies,-5800,01/12/2000,12/31/2024
T-081,Belmont/Central,2017,Current Obligations,Local Industrial Retention Initiative,-800,01/12/2000,12/31/2024
T-081,Belmont/Central,2017,Current Obligations,MSAC program costs,-1500,01/12/2000,12/31/2024
T-081,Belmont/Central,2017,Current Obligations,Program administration,-52100,01/12/2000,12/31/2024
T-081,Belmont/Central,2017,Current Obligations,Sidewalk - Chopin Park - Roscoe/Cornelia/Long/Linder,-235000,01/12/2000,12/31/2024
T-086,Central West,2017,Current Obligations,Local Industrial Retention Initiative,-300,02/16/2000,12/31/2024
T-070,Clark/Montrose,2017,Current Obligations,CPS IGA - Courtenay ES,-200000,07/07/1999,07/07/2022
T-071,Galewood/Armitage Industrial,2017,Current Obligations,MSAC program costs,-2900,07/07/1999,12/31/2023
T-069,Pulaski Corridor,2017,Current Obligations,Street resurfacing - 11 blocks - Ward 37,-40000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2017,Current Obligations,Street improvemetns - Grand,-525000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2017,Current Obligations,Small Business Improvement Fund,-1000000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2017,Current Obligations,Program administration,-67100,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2017,Current Obligations,Local Industrial Retention Initiative,-5500,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2017,Current Obligations,Delegate Agencies,-3600,06/09/1999,12/31/2023
T-068,Roosevelt/Union,2017,Current Obligations,Viaduct improvement - Peoria St,-750000,05/12/1999,05/12/2022
T-068,Roosevelt/Union,2017,Current Obligations,RA - UIC Board of Trustees,-4567700,05/12/1999,05/12/2022
T-068,Roosevelt/Union,2017,Current Obligations,Program administration,-101400,05/12/1999,05/12/2022
T-009,95th and Western,2017,Current Obligations,Delegate Agencies,-3300,07/13/1995,12/31/2019
T-009,95th and Western,2017,Current Obligations,Program administration,-18100,07/13/1995,12/31/2019
T-082,Belmont/Cicero,2017,Current Obligations,Delegate Agencies,-200,01/12/2000,12/31/2024
T-081,Belmont/Central,2017,Current Obligations,Small Business Improvement Fund,-500000,01/12/2000,12/31/2024
T-077,Lincoln Avenue,2017,Current Obligations,MSAC DS - Mather HS - other TIF(s),-1753200,11/03/1999,12/31/2023
T-076,Devon/Western,2017,Current Obligations,MSAC program costs,-1100,11/03/1999,12/31/2023
T-076,Devon/Western,2017,Current Obligations,Program administration,-41800,11/03/1999,12/31/2023
T-076,Devon/Western,2017,Current Obligations,"Streetscape - Devon (Sec.4), Western to Leavitt",-2780400,11/03/1999,12/31/2023
T-076,Devon/Western,2017,Current Obligations,TIF Works,-14300,11/03/1999,12/31/2023
T-075,Madison/Austin Corridor,2017,Current Obligations,Program administration,-39200,09/29/1999,12/31/2023
T-075,Madison/Austin Corridor,2017,Current Obligations,MSAC DS - Austin HS & DePriest ES - TIF share,-1132500,09/29/1999,12/31/2023
T-075,Madison/Austin Corridor,2017,Current Obligations,MSAC DS - Austin HS & DePriest Elementary - other TIF(s),-4492800,09/29/1999,12/31/2023
T-075,Madison/Austin Corridor,2017,Current Obligations,Delegate Agencies,-4500,09/29/1999,12/31/2023
T-074,Clark Street and Ridge Avenue,2017,Current Obligations,Small Business Improvement Fund,-500000,09/29/1999,09/29/2022
T-074,Clark Street and Ridge Avenue,2017,Current Obligations,Program administration,-40600,09/29/1999,09/29/2022
T-074,Clark Street and Ridge Avenue,2017,Current Obligations,Lighting - 6600-6800 N Clark St,-35600,09/29/1999,09/29/2022
T-074,Clark Street and Ridge Avenue,2017,Current Obligations,Delegate Agencies,-3100,09/29/1999,09/29/2022
T-071,Galewood/Armitage Industrial,2017,Current Obligations,MSAC DS - Prieto Elementary - other TIF(s),-2196700,07/07/1999,12/31/2023
T-074,Clark Street and Ridge Avenue,2017,Current Obligations,CPS IGA - ADA Ph3 - Hayt,-1000000,09/29/1999,09/29/2022
T-071,Galewood/Armitage Industrial,2017,Current Obligations,MSAC DS - Prieto ES - TIF share,-1418600,07/07/1999,12/31/2023
T-077,Lincoln Avenue,2017,Current Obligations,MSAC DS - Mather HS - TIF share,-1193800,11/03/1999,12/31/2023
T-077,Lincoln Avenue,2017,Current Obligations,Program administration,-58200,11/03/1999,12/31/2023
T-073,111th Street/Kedzie Avenue Business District,2017,Current Obligations,Special Service Area 55,-14000,09/29/1999,09/29/2022
T-073,111th Street/Kedzie Avenue Business District,2017,Current Obligations,Program administration,-14600,09/29/1999,09/29/2022
T-072,24th/Michigan,2017,Current Obligations,Program administration,-34900,07/21/1999,07/21/2022
T-072,24th/Michigan,2017,Current Obligations,CPS IGA - National Teachers Academy,-4500000,07/21/1999,07/21/2022
T-005,60th and Western,2017,Current Obligations,Program administration,-5900,05/09/1996,05/09/2019
T-004,49th Street/St. Lawrence Avenue,2017,Current Obligations,RA - Willard Square,-171000,01/10/1996,12/31/2020
T-004,49th Street/St. Lawrence Avenue,2017,Current Obligations,Program administration,-10700,01/10/1996,12/31/2020
T-078,South Works Industrial,2017,Current Obligations,Program administration,-3700,11/03/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2017,Current Obligations,Small Business Improvement Fund,-1000000,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2017,Current Obligations,Program administration,-60800,07/07/1999,12/31/2023
T-023,Goose Island,2017,Current Obligations,Delegate Agencies,-200,07/10/1996,07/10/2019
T-082,Belmont/Cicero,2017,Current Obligations,RA - Cicero & George Elderly Housing,-2000000,01/12/2000,12/31/2024
T-074,Clark Street and Ridge Avenue,2017,Current Obligations,CPS IGA - Pierce ES,-350000,09/29/1999,09/29/2022
T-062,Roosevelt/Racine,2017,Current Obligations,Program administration,-33700,11/04/1998,12/31/2034
T-082,Belmont/Cicero,2017,Current Obligations,Local Industrial Retention Initiative,-1300,01/12/2000,12/31/2024
T-064,Northwest Industrial Corridor,2017,Current Obligations,Local Industrial Retention Initiative,-3500,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2017,Current Obligations,Delegate Agencies,-900,12/02/1998,12/31/2022
T-001,35th/Halsted,2017,Current Obligations,Bridge repair - 35th/S Fork Chicago River,-1400000,01/14/1997,12/31/2021
T-063,Canal/Congress,2017,Current Obligations,Program administration,-498700,11/12/1998,12/31/2022
T-063,Canal/Congress,2017,Current Obligations,Local Industrial Retention Initiative,-200,11/12/1998,12/31/2022
T-085,Western Avenue South,2017,Current Obligations,Bridge - North Branch Riverview Bridge,-1994800,01/12/2000,12/31/2024
T-085,Western Avenue South,2017,Current Obligations,CPS IGA - ADA Ph3 - Coonley,-1294800,01/12/2000,12/31/2024
T-085,Western Avenue South,2017,Current Obligations,CPS IGA - Lane Tech renovations,-2000000,01/12/2000,12/31/2024
T-085,Western Avenue South,2017,Current Obligations,Irving Park Rd Bridge replacement,-100000,01/12/2000,12/31/2024
T-085,Western Avenue South,2017,Current Obligations,Local Industrial Retention Initiative,-200,01/12/2000,12/31/2024
T-085,Western Avenue South,2017,Current Obligations,Park District IGA - Revere Park Fieldhouse,-200000,01/12/2000,12/31/2024
T-064,Northwest Industrial Corridor,2017,Current Obligations,Park District IGA - Augusta Park,-145000,12/02/1998,12/31/2022
T-085,Western Avenue South,2017,Current Obligations,Vision Zero - design,-22500,01/12/2000,12/31/2024
T-064,Northwest Industrial Corridor,2017,Current Obligations,Program administration,-129400,12/02/1998,12/31/2022
T-062,Roosevelt/Racine,2017,Current Obligations,"Lighting - Roosevelt, Blue Island to Morgan",-2000,11/04/1998,12/31/2034
T-062,Roosevelt/Racine,2017,Current Obligations,Addams-Medill Sports Center,-1380000,11/04/1998,12/31/2034
T-061,Bronzeville,2017,Current Obligations,Program administration,-66700,11/04/1998,12/31/2022
T-061,Bronzeville,2017,Current Obligations,Professional services - Michael Reese Development RFP,-135000,11/04/1998,12/31/2022
T-061,Bronzeville,2017,Current Obligations,Police Public Safety Headquarters,-1100000,11/04/1998,12/31/2022
T-061,Bronzeville,2017,Current Obligations,Library - Chicago Bee,-245000,11/04/1998,12/31/2022
T-010,126th and Torrence,2017,Current Obligations,Program administration,-22800,12/21/1994,12/21/2017
T-010,126th and Torrence,2017,Current Obligations,RA - Chicago Manufacturing Campus (CMC),-850600,12/21/1994,12/21/2017
T-086,Central West,2017,Current Obligations,2141-43 W Adams reverter,-35000,02/16/2000,12/31/2024
T-086,Central West,2017,Current Obligations,Building repairs - 2045 W Washington,-2705000,02/16/2000,12/31/2024
T-086,Central West,2017,Current Obligations,CPS IGA - ADA Ph3 - Brown,-332000,02/16/2000,12/31/2024
T-086,Central West,2017,Current Obligations,CPS IGA - Skinner West,-350000,02/16/2000,12/31/2024
T-086,Central West,2017,Current Obligations,CTA IGA - Blue Line - IMD Station - station improvements,-10808900,02/16/2000,12/31/2024
T-085,Western Avenue South,2017,Current Obligations,Program administration,-144200,01/12/2000,12/31/2024
T-066,Greater Southwest Industrial Corridor (East),2017,Current Obligations,Delegate Agencies,-500,03/10/1999,12/31/2023
T-056,79th Street Corridor,2017,Current Obligations,Delegate Agencies,-800,07/08/1998,07/08/2021
T-082,Belmont/Cicero,2017,Current Obligations,Small Business Improvement Fund,-500000,01/12/2000,12/31/2024
T-067,Archer Courts,2017,Current Obligations,RA - Community Housing Partners V,-108500,05/12/1999,12/31/2023
T-067,Archer Courts,2017,Current Obligations,Program administration,-10500,05/12/1999,12/31/2023
T-002,"Forty-first Street and Dr. Martin Luther King, Jr. Drive",2017,Current Obligations,Program administration,-6300,07/13/1994,12/31/2018
T-066,Greater Southwest Industrial Corridor (East),2017,Current Obligations,Street - resurfacing - Kedzie/79th/80th Pl/Claremont,-103900,03/10/1999,12/31/2023
T-083,West Irving Park,2017,Current Obligations,Delegate Agencies,-200,01/12/2000,12/31/2024
T-083,West Irving Park,2017,Current Obligations,Park District IGA - Merrimac Park,-615000,01/12/2000,12/31/2024
T-083,West Irving Park,2017,Current Obligations,Program administration,-19400,01/12/2000,12/31/2024
T-083,West Irving Park,2017,Current Obligations,Small Business Improvement Fund,-500000,01/12/2000,12/31/2024
T-066,Greater Southwest Industrial Corridor (East),2017,Current Obligations,RA - Gateway Park LLC,-513400,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2017,Current Obligations,Program administration,-19000,03/10/1999,12/31/2023
T-064,Northwest Industrial Corridor,2017,Current Obligations,MSAC program costs,-100,12/02/1998,12/31/2022
T-066,Greater Southwest Industrial Corridor (East),2017,Current Obligations,Local Industrial Retention Initiative,-15200,03/10/1999,12/31/2023
T-082,Belmont/Cicero,2017,Current Obligations,Program administration,-20300,01/12/2000,12/31/2024
T-065,Woodlawn,2017,Current Obligations,Small Business Improvement Fund,-500000,01/20/1999,01/20/2022
T-065,Woodlawn,2017,Current Obligations,Program administration,-58300,01/20/1999,01/20/2022
T-065,Woodlawn,2017,Current Obligations,Delegate Agencies,-5000,01/20/1999,01/20/2022
T-084,Western Avenue North,2017,Current Obligations,CPS IGA - ADA Ph3 - Amundsen,-1083100,01/12/2000,12/31/2024
T-084,Western Avenue North,2017,Current Obligations,CPS IGA - ADA Ph3 - Chappell,-760100,01/12/2000,12/31/2024
T-084,Western Avenue North,2017,Current Obligations,CPS IGA - Amundsen HS - IT,-760000,01/12/2000,12/31/2024
T-084,Western Avenue North,2017,Current Obligations,Delegate Agencies,-200,01/12/2000,12/31/2024
T-084,Western Avenue North,2017,Current Obligations,Library repairs - Sulzer,-2500000,01/12/2000,12/31/2024
T-084,Western Avenue North,2017,Current Obligations,Park District IGA - Welles Park,-400000,01/12/2000,12/31/2024
T-084,Western Avenue North,2017,Current Obligations,Program administration,-87000,01/12/2000,12/31/2024
T-084,Western Avenue North,2017,Current Obligations,Vision Zero - design,-22500,01/12/2000,12/31/2024
T-064,Northwest Industrial Corridor,2017,Current Obligations,RA - MLRP-Merlin LLC,-69200,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2017,Current Obligations,Public Safety Training Academy,-10850000,12/02/1998,12/31/2022
T-066,Greater Southwest Industrial Corridor (East),2017,Current Obligations,Parallel parking - 2938-3326 W Columbus Av,-157400,03/10/1999,12/31/2023
T-095,Midwest,2017,Current Obligations,Small Business Improvement Fund,-750000,05/17/2000,12/31/2036
T-095,Midwest,2017,Current Obligations,Program administration,-283800,05/17/2000,12/31/2036
T-095,Midwest,2017,Current Obligations,RA - City Gardens,-535500,05/17/2000,12/31/2036
T-037,River South,2017,Current Obligations,Bridge/viaduct maintenance - 406 W Van Buren,-49300,07/30/1997,07/30/2020
T-096,Cicero/Archer,2017,Current Obligations,Local Industrial Retention Initiative,-300,05/17/2000,12/31/2024
T-095,Midwest,2017,Current Obligations,RA - East Park SRO,-2606000,05/17/2000,12/31/2036
T-095,Midwest,2017,Current Obligations,RA - Harvest Homes,-1039500,05/17/2000,12/31/2036
T-095,Midwest,2017,Current Obligations,RA - Heritage Homes,-103400,05/17/2000,12/31/2036
T-095,Midwest,2017,Current Obligations,RA - Mt Sinai Hospital,-13500000,05/17/2000,12/31/2036
T-023,Goose Island,2017,Current Obligations,North Branch Transportation Study,-117500,07/10/1996,07/10/2019
T-096,Cicero/Archer,2017,Current Obligations,RA - Midway Pointe Senior Residences,-2000000,05/17/2000,12/31/2024
T-095,Midwest,2017,Current Obligations,Police station - 11th District,-150000,05/17/2000,12/31/2036
T-027,Irving/Cicero,2017,Current Obligations,Program administration,-14500,06/10/1996,12/31/2020
T-095,Midwest,2017,Current Obligations,Walk to Transit - Phase I/II - construction,-355900,05/17/2000,12/31/2036
T-095,Midwest,2017,Current Obligations,Walk To Transit III - design and construction,-201700,05/17/2000,12/31/2036
T-001,35th/Halsted,2017,Current Obligations,Delegate Agencies,-500,01/14/1997,12/31/2021
T-037,River South,2017,Current Obligations,CPS IGA - South Loop ES,-26567000,07/30/1997,07/30/2020
T-037,River South,2017,Current Obligations,Harrision Street Bridge repairs,-200000,07/30/1997,07/30/2020
T-023,Goose Island,2017,Current Obligations,RA - Wrigley Innovation Center,-707000,07/10/1996,07/10/2019
T-037,River South,2017,Current Obligations,Program administration,-475000,07/30/1997,07/30/2020
T-001,35th/Halsted,2017,Current Obligations,Lighting - Morgan & Halsted,-133000,01/14/1997,12/31/2021
T-096,Cicero/Archer,2017,Current Obligations,Program administration,-14600,05/17/2000,12/31/2024
T-037,River South,2017,Current Obligations,Bridge/viaduct maintenance - 315 W Roosevelt,-131400,07/30/1997,07/30/2020
T-024,Homan-Arthington,2017,Current Obligations,Program administration,-14300,02/05/1998,02/05/2021
T-024,Homan-Arthington,2017,Current Obligations,RA - Uhlich Children's Advantage Network,-1000000,02/05/1998,02/05/2021
T-036,Read-Dunning,2017,Current Obligations,Read-Dunning TIF land use project,-150000,01/11/1991,12/31/2027
T-001,35th/Halsted,2017,Current Obligations,Program administration,-131000,01/14/1997,12/31/2021
T-001,35th/Halsted,2017,Current Obligations,Local Industrial Retention Initiative,-1300,01/14/1997,12/31/2021
T-095,Midwest,2017,Current Obligations,CPS IGA - Sumner,-300000,05/17/2000,12/31/2036
T-095,Midwest,2017,Current Obligations,Delegate Agencies,-200,05/17/2000,12/31/2036
T-095,Midwest,2017,Current Obligations,Kinzie Industrial Modernization Study,-328000,05/17/2000,12/31/2036
T-095,Midwest,2017,Current Obligations,Library repairs - Douglas,-800000,05/17/2000,12/31/2036
T-096,Cicero/Archer,2017,Current Obligations,CPS IGA - ADA Ph3 - Hearst,-1681200,05/17/2000,12/31/2024
T-095,Midwest,2017,Current Obligations,Lighting - Smart - residential - Ward 24,-3655000,05/17/2000,12/31/2036
T-001,35th/Halsted,2017,Current Obligations,Building rehab - Pershing Tower,-1626400,01/14/1997,12/31/2021
T-095,Midwest,2017,Current Obligations,Local Industrial Retention Initiative,-3600,05/17/2000,12/31/2036
T-094,Chicago/Kingsbury,2017,Current Obligations,Small Business Improvement Fund,-250000,04/12/2000,12/31/2024
T-094,Chicago/Kingsbury,2017,Current Obligations,Program administration,-462700,04/12/2000,12/31/2024
T-094,Chicago/Kingsbury,2017,Current Obligations,Park District IGA - Erie Park,-172400,04/12/2000,12/31/2024
T-094,Chicago/Kingsbury,2017,Current Obligations,North Branch Transportation Study,-22500,04/12/2000,12/31/2024
T-095,Midwest,2017,Current Obligations,MSAC DS - Collins HS,-3924300,05/17/2000,12/31/2036
T-095,Midwest,2017,Current Obligations,MSAC program costs,-4500,05/17/2000,12/31/2036
T-095,Midwest,2017,Current Obligations,Neighborhood Improvement Program,-1000000,05/17/2000,12/31/2036
T-023,Goose Island,2017,Current Obligations,Local Industrial Retention Initiative,-500,07/10/1996,07/10/2019
T-095,Midwest,2017,Current Obligations,Lighting - 10 blocks,-1944300,05/17/2000,12/31/2036
T-034,North Branch (South),2017,Current Obligations,North Branch Industrial Corridor Planning Study,-75000,02/05/1998,02/05/2021
T-030,Near North,2017,Current Obligations,North Branch Transportation Study,-21100,07/30/1997,07/30/2020
T-023,Goose Island,2017,Current Obligations,Program administration,-97400,07/10/1996,07/10/2019
T-030,Near North,2017,Current Obligations,PBC IGA - new HS site survey costs,-520000,07/30/1997,07/30/2020
T-001,35th/Halsted,2017,Current Obligations,CPS IGA - ADA Ph3 - Armour,-1532100,01/14/1997,12/31/2021
T-030,Near North,2017,Current Obligations,Program administration,-565600,07/30/1997,07/30/2020
T-030,Near North,2017,Current Obligations,RA - Clybourn & Division,-4050000,07/30/1997,07/30/2020
T-030,Near North,2017,Current Obligations,"Resurfacing - Oak, Orleans to Wells; Hobbie, Crosby to Larrabee",-100,07/30/1997,07/30/2020
T-034,North Branch (South),2017,Current Obligations,"Traffic signal - left turn arrow - Clybourn, Racine & Cortland",-105000,02/05/1998,02/05/2021
T-034,North Branch (South),2017,Current Obligations,Program administration,-161500,02/05/1998,02/05/2021
T-028,Lincoln-Belmont-Ashland,2017,Current Obligations,Debt service,-763000,11/02/1994,12/31/2018
T-038,Roosevelt/Cicero,2017,Current Obligations,Program administration,-56000,02/05/1998,02/05/2021
T-030,Near North,2017,Current Obligations,Fire Station repairs - Engine Co. 4,-825000,07/30/1997,07/30/2020
T-034,North Branch (South),2017,Current Obligations,Local Industrial Retention Initiative,-13800,02/05/1998,02/05/2021
T-034,North Branch (South),2017,Current Obligations,Bridge repairs - 847 N Halsted,-197700,02/05/1998,02/05/2021
T-034,North Branch (South),2017,Current Obligations,AAA Boatyard/river edge stabilization (aka Goose Island Overlook Park),-500000,02/05/1998,02/05/2021
T-033,North Branch (North),2017,Current Obligations,Bridge - Cortland St - Phase II - design,-900000,07/02/1997,12/31/2021
T-033,North Branch (North),2017,Current Obligations,TIF Works,-160000,07/02/1997,12/31/2021
T-033,North Branch (North),2017,Current Obligations,Program administration,-100700,07/02/1997,12/31/2021
T-033,North Branch (North),2017,Current Obligations,North Branch Transportation Study,-39100,07/02/1997,12/31/2021
T-033,North Branch (North),2017,Current Obligations,Delegate Agencies,-500,07/02/1997,12/31/2021
T-033,North Branch (North),2017,Current Obligations,Bridge - Webster St - Phase II - design,-1200000,07/02/1997,12/31/2021
